group,duration
control,1657
control,1620
control,1141
test,1541
test,1684
test,1937
test,1494
control,1401
control,1187
control,1570
control,1515
test,1768
test,1321
control,1484
control,1527
test,1760
test,1771
test,1440
test,1343
control,1639
test,1687
test,1343
test,1083
test,1385
control,1177
test,1845
test,1655
test,2008
test,2079
control,1371
test,1443
control,1635
test,1574
test,1291
test,1271
test,1657
test,1740
control,1167
control,1416
control,1667
control,1331
test,1284
control,750
control,2056
control,1556
control,1735
test,1558
control,1256
test,1398
test,1583
control,1623
test,1499
test,1353
test,1000
control,1562
control,1227
test,1451
test,1786
test,1766
control,1614
control,1688
control,1522
test,1260
control,1493
control,1572
test,1796
test,1417
control,1026
test,1888
test,1568
test,1135
test,1491
test,1014
control,1773
control,1244
control,1842
control,1143
test,999
test,1759
control,1643
control,1508
test,1284
control,1748
control,1324
test,1289
control,2078
test,945
control,2001
control,1486
control,1456
control,1413
control,2162
test,1278
control,1457
control,1536
test,1735
control,1393
control,1638
test,1501
test,1309
control,1065
control,1602
control,1960
control,1851
control,1721
test,1678
control,1407
test,1317
control,1807
control,1183
control,2018
control,1299
test,1018
test,1337
test,1675
test,997
test,2011
control,1580
control,1626
control,940
test,1137
control,2139
test,1947
control,1318
test,1314
control,1920
control,1514
control,1604
test,1803
control,1792
test,1085
test,1274
test,1600
test,1804
test,1443
test,1348
test,982
test,2100
test,1535
test,2011
control,1291
test,1631
test,1557
control,1084
control,1954
control,1194
test,1503
test,1561
test,1684
test,2206
test,1864
test,1238
test,1776
control,1453
control,1241
test,1368
test,1843
test,1308
test,1432
control,1518
control,1054
control,1438
control,1294
test,1445
control,1816
test,1985
test,1645
test,1863
control,1785
test,1366
control,1641
test,1776
test,1894
control,2096
control,1534
control,1216
control,1514
test,1768
control,1801
test,1467
test,1351
test,1386
test,1770
control,1446
control,1248
test,1222
test,1411
control,1401
test,1501
control,1413
control,1417
test,2117
control,1523
test,1407
test,1776
control,1933
control,1339
test,1004
test,1470
control,1914
control,1466
test,1700
test,1128
control,1883
test,1704
control,1353
control,1081
control,1165
test,1593
control,1519
test,1386
test,978
control,1349
test,1535
test,882
control,1647
test,1586
control,1799
control,1566
test,1572
test,1111
control,1251
control,1361
control,1286
control,1492
control,1063
test,1950
control,1397
control,1441
control,1411
test,1618
control,656
test,1540
control,1603
control,1331
control,1692
control,1160
control,1698
test,1894
test,1470
control,1889
control,1575
test,1798
test,1152
control,1608
control,1392
control,1654
test,1645
control,1836
control,1708
test,1180
control,2156
test,1864
test,2191
control,1491
control,1316
control,1819
control,1503
control,871
control,1584
control,1261
control,1488
test,1376
test,1519
test,1456
control,1613
test,1296
control,1150
test,1289
control,1160
test,1776
control,1821
test,1232
test,1180
control,1384
control,1506
control,1214
test,937
test,1421
test,1889
control,1334
test,937
control,1755
control,1693
control,1831
control,1665
control,1889
control,1696
control,1326
test,1466
test,1606
test,1603
control,1774
control,1673
test,1141
test,2005
control,2190
test,2193
control,1602
test,829
control,1419
test,1217
control,1382
test,1775
test,1696
control,1563
test,1424
test,1299
control,1075
control,1439
test,1300
test,940
test,1461
test,1183
control,1537
control,1434
control,1501
control,1564
test,2205
test,1208
control,1165
control,2180
test,1960
test,1359
test,2074
test,1230
control,1394
test,2088
control,1690
test,864
control,1823
control,1616
test,1551
control,770
control,1763
control,1215
test,639
control,1304
test,1392
control,1431
test,1902
control,1438
test,1258
control,1509
control,1521
test,1257
control,1493
test,1767
test,1442
control,1531
control,1305
control,1156
test,1223
test,1761
control,1634
test,1644
test,1994
control,1412
test,893
test,1847
control,1624
control,1199
control,1642
control,1493
test,1590
control,1301
test,1643
test,1520
test,1673
control,1866
control,1406
control,1637
test,2076
control,2012
test,1104
control,839
test,1349
control,2218
control,1159
control,2184
test,1425
test,1349
control,1666
test,1255
test,1340
control,1098
control,1645
test,1909
control,2245
control,1097
control,1513
control,1403
control,1452
control,1791
control,1177
test,1553
control,1847
test,878
control,1276
control,1410
control,1699
test,1337
test,1568
test,1245
test,1547
control,1575
test,1118
test,1113
control,1284
test,1957
test,1385
test,1659
control,1798
control,1619
test,1655
control,1573
control,1351
control,755
test,1052
test,1346
test,1165
test,1302
test,1385
control,1610
test,1431
test,1321
control,1378
control,1164
test,1642
control,1447
control,1313
test,1040
control,1225
control,1385
control,1759
test,1111
test,730
control,1535
control,1384
control,1890
control,1963
control,1486
control,1613
control,1326
test,1581
test,1535
control,1766
control,1840
control,1602
control,2091
control,1299
control,1715
control,1800
control,1339
control,1342
test,1391
test,1970
test,1441
control,1310
test,980
control,1767
control,1951
control,681
test,1685
control,1592
test,1520
control,1121
test,1358
test,978
control,1578
test,1278
control,1302
test,1272
test,1603
test,737
test,897
test,1439
control,2044
test,1220
control,1074
control,1336
test,1338
test,1724
control,1808
control,1260
test,1603
control,1369
control,1696
test,1266
control,1662
control,1721
test,2065
test,1992
test,1781
test,966
control,1268
control,1422
test,1476
test,1200
test,1572
control,1613
control,1241
control,1732
control,1523
test,1694
control,1456
test,1695
test,1764
test,2071
control,1704
test,1337
control,1674
control,2222
control,1665
test,1249
test,1243
test,1171
control,1281
test,1188
control,1966
control,2075
control,1518
test,1575
test,1254
test,1121
test,1344
test,1487
control,1833
test,1002
test,1875
test,1648
test,1515
control,1443
test,1486
test,2110
control,1689
control,1114
test,1470
test,1057
test,2229
test,1605
control,1582
control,1469
control,1445
test,1761
control,1238
test,1564
control,1313
test,1275
test,1365
control,1161
test,2134
test,748
test,1570
test,1631
control,1397
test,1944
test,1682
test,1359
test,1799
test,1464
control,1352
test,1556
test,1170
test,1546
test,1401
control,1105
control,2337
control,1272
control,1215
control,1776
test,1458
control,857
control,1602
test,1752
test,1643
control,1912
test,1507
control,1671
test,1345
test,1522
control,1246
control,1114
test,1904
control,1785
control,1284
control,1639
test,1578
control,1011
test,1717
test,2096
test,1368
test,1586
control,1582
test,1001
test,1523
control,1484
test,1531
test,1668
control,1610
test,1719
control,1208
test,1179
control,1638
control,1518
test,1377
test,1170
test,1967
control,1730
control,1511
test,1277
control,1169
control,1859
control,1319
test,1066
test,1065
test,1754
test,1211
control,1014
control,1970
control,1001
test,1434
test,1283
control,1248
control,1701
control,2058
control,1623
test,1220
test,1305
test,1227
control,1578
test,1622
control,1457
test,1064
test,1649
control,1435
test,1227
control,1629
test,1553
test,1287
control,1410
control,1871
control,1887
test,1507
control,1459
control,1722
control,975
test,1260
control,1458
test,1587
control,1506
test,1565
control,2015
test,1729
test,1379
control,1379
control,1621
control,1684
control,1346
test,1747
test,1982
test,1949
test,1513
test,1897
control,1266
test,1864
control,1325
test,1165
test,1508
control,1843
control,2030
test,1580
control,1327
control,2177
test,1668
control,1873
test,1658
control,1578
control,1313
control,2008
control,1682
test,2095
control,1383
control,1814
test,1034
control,1497
test,1999
test,1290
control,1471
test,1322
test,1894
test,1061
control,1718
control,1209
control,1103
control,1159
test,1449
control,1562
control,1154
test,1249
control,1172
control,1555
control,1487
control,1261
control,1536
control,1497
test,1522
test,1329
control,1339
test,1606
control,1982
test,1724
control,1553
test,1157
control,2181
control,1235
control,1651
test,1666
test,1323
test,1700
test,1665
control,1722
test,1688
control,1792
test,1082
test,1267
test,1655
test,1092
control,1492
test,1404
control,1611
control,2022
test,1121
control,1578
test,1441
test,797
control,1132
test,2042
control,1359
test,1552
control,2178
control,1581
test,1550
control,1617
test,1075
control,1974
test,1180
control,1212
control,1211
control,1580
test,1618
test,2199
test,1875
test,1278
test,1219
test,1820
control,1366
test,1205
control,2041
test,1451
control,1734
test,1303
test,1081
test,1244
test,2087
control,1554
control,1344
control,1472
test,1951
test,1673
test,1637
control,1400
control,1650
test,1689
control,968
control,1163
test,1749
control,2052
control,1841
control,1924
test,916
test,1350
test,1206
control,1471
control,1446
test,1728
test,1594
test,1415
test,1427
test,1220
control,1819
control,1531
test,1723
control,2174
test,1549
test,1829
control,1812
control,1656
test,1744
test,1258
test,1760
control,1236
control,1427
control,1855
test,1639
test,1450
test,1706
control,977
control,2044
control,1515
test,2100
control,1699
control,1425
test,1122
test,1607
test,1910
control,1471
control,1595
test,1940
control,1472
control,1560
test,1972
test,1461
test,1978
test,1308
control,2012
test,1699
test,1841
test,1271
test,1803
test,1725
test,1982
control,1578
test,1336
control,1644
test,1479
control,1643
test,1435
control,1225
control,1177
control,1968
control,1726
control,1275
control,1276
test,1290
test,1445
test,1499
test,1535
test,1207
test,1952
control,1574
test,1359
test,1687
control,1715
test,1717
control,1621
control,1494
control,1235
test,1253
control,1171
test,1434
test,2175
test,1501
test,1547
control,1608
control,1401
control,1554
control,1661
control,1847
test,1048
control,1647
control,1988
control,1279
control,1175
control,1487
test,1385
test,1641
test,1608
test,1279
control,2348
control,1372
test,1452
control,2051
control,1614
control,1594
control,1248
test,892
test,1738
control,1547
test,1734
control,1732
test,1502
control,1211
test,1275
control,1307
control,1253
test,1557
test,1422
test,1171
control,1847
control,1687
test,1231
control,1227
control,1389
control,650
control,1188
control,1628
test,1635
control,1744
control,1540
test,2099
control,1441
control,1770
control,1409
control,1233
control,1324
control,1135
control,1619
control,1253
test,1545
control,1554
control,1318
control,1872
control,1462
control,1427
test,1497
test,1414
control,1423
test,1476
control,1096
control,1911
control,1425
control,1457
test,1922
control,2215
test,2321
test,1405
control,1200
test,1674
control,1498
control,1004
control,1011
test,1456
test,1693
test,1080
control,1464
test,1036
control,891
control,1842
control,1636
test,1596
test,1160
test,1013
test,1718
test,1575
control,1512
test,1420
test,1232
control,1890
control,1651
control,1200
test,1412
control,1216
control,1538
test,1354
test,1469
control,1751
control,1150
control,1388
control,1179
test,1974
control,1257
test,1192
test,736
control,1406
test,1947
control,1752
control,1320
control,1726
test,1523
control,1625
test,1589
control,1452
control,1333
test,1643
test,2335
control,1433
test,1833
control,1749
control,1588
control,1894
control,1568
test,1814
test,1752
test,1878
control,1428
test,1542
test,1768
test,1914
test,1161
test,1451
test,1397
test,1442
test,1401
test,1588
control,1539
test,636
control,1365
test,1310
control,1755
control,1580
control,1680
control,907
test,1610
test,1350
control,1388
test,2084
test,2067
test,891
control,1334
test,1455
test,1109
test,2114
test,1450
control,1629
control,1909
test,1998
control,2074
test,1487
control,1383
control,833
control,1680
test,1430
control,1713
control,985
control,1863
control,1295
test,1442
test,1336
test,1434
test,1476
control,1504
test,1505
test,1170
test,1502
control,1048
test,936
test,1202
control,1770
control,1613
control,1363
test,2030
control,1331
control,1743
control,1994
control,2006
test,1644
control,1551
control,1551
control,1582
control,2027
control,1503
control,1918
control,957
control,1498
control,1558
control,1843
control,1383
control,1707
control,1530
control,1163
test,1474
control,1543
control,1324
control,1001
test,1449
test,2272
test,1541
control,1041
control,1571
test,1293
test,954
control,1788
control,1328
test,1230
test,1602
control,1607
control,1198
test,1027
control,1214
test,1467
control,1533
control,1930
